EnrollmentID,StudentID,CourseID,FinalScore,Pass_Fail,Gender,Age,PriorAttempts,ParentEduLevel,TotalLoginDays,MeanVideoTime,AvgDaysLate,ForumPostsCount,ForumVotesReceived,MidtermScore,CourseCategory,SchoolID
621,264,C201,75,Pass,Male,43,2,3,10,69,2.3,23,140,75,Arts,S1
622,262,C401,50,Fail,Male,28,5,2,72,129,-2.0,11,70,84,Arts,S3
623,203,C401,53,Fail,Female,36,5,5,27,44,-1.1,6,190,78,Arts,S3
624,202,C401,6,Withdrawn,Female,41,4,3,34,171,-0.1,9,165,60,STEM,S3
625,308,C401,18,Withdrawn,Male,24,5,2,67,60,-0.9,38,114,73,Business,S2
626,128,C101,92,Pass,Female,40,3,2,40,49,1.8,34,184,74,Arts,S2
627,170,C301,51,Fail,Female,23,2,1,22,90,2.4,49,46,62,Business,S3
628,118,C301,47,Fail,Female,37,5,1,42,72,0.0,36,175,42,Business,S3
629,449,C101,41,Fail,Female,37,5,1,68,274,-3.6,24,52,47,Arts,S2
630,388,C201,55,Fail,Female,31,0,5,46,52,-4.9,41,108,45,Arts,S1
631,101,C101,31,Withdrawn,Male,21,3,3,49,201,4.6,36,52,86,STEM,S1
632,33,C201,30,Withdrawn,Female,23,3,1,48,242,1.5,19,70,54,STEM,S1
633,403,C101,95,Pass,Female,34,0,4,44,260,-1.0,24,83,43,Arts,S3
634,425,C301,16,Withdrawn,Female,23,5,2,81,92,-2.4,12,187,83,Business,S2
635,315,C301,87,Pass,Female,29,1,3,73,57,-3.0,7,9,88,Arts,S2
636,463,C401,80,Pass,Male,26,2,4,11,206,3.5,18,13,81,STEM,S3
637,184,C301,55,Fail,Male,18,0,5,52,68,3.6,23,100,87,STEM,S1
638,60,C301,74,Pass,Male,26,4,1,61,146,-3.3,26,8,78,Business,S2
639,55,C101,36,Withdrawn,Female,34,4,4,86,271,1.0,35,118,77,STEM,S3
640,183,C301,1,Withdrawn,Female,30,1,3,45,117,-1.3,8,97,75,Business,S2
641,102,C201,9,Withdrawn,Female,32,0,2,42,134,0.3,37,10,79,Arts,S1
642,113,C201,2,Withdrawn,Female,38,4,2,51,126,-0.9,40,56,49,Arts,S2
643,341,C301,29,Withdrawn,Female,32,4,1,32,195,0.4,11,186,43,STEM,S2
644,127,C401,90,Pass,Male,19,3,2,54,296,1.2,33,52,51,Arts,S1
645,289,C101,55,Fail,Male,27,5,3,65,209,1.9,41,41,52,Business,S1
646,137,C101,25,Withdrawn,Female,44,1,5,55,85,-0.5,33,51,79,STEM,S1
647,90,C201,67,Pass,Female,18,1,5,65,179,-2.6,39,139,94,Business,S2
648,205,C201,52,Fail,Female,40,5,2,15,144,0.4,42,182,89,Business,S2
649,233,C401,33,Withdrawn,Male,37,3,4,64,285,0.9,0,82,54,Business,S2
650,57,C401,45,Fail,Male,42,4,1,61,121,0.7,48,162,79,STEM,S1
651,13,C401,83,Pass,Male,32,3,5,67,34,4.2,42,73,63,Business,S1
652,459,C301,44,Fail,Female,22,2,4,55,156,4.4,34,182,81,Business,S1
653,306,C101,48,Fail,Female,28,2,2,59,212,4.0,32,138,54,STEM,S3
654,281,C401,33,Withdrawn,Male,19,3,3,41,139,-1.3,11,198,88,Business,S2
655,50,C201,95,Pass,Female,34,5,5,13,235,4.9,36,134,51,Arts,S3
656,114,C301,30,Withdrawn,Male,35,0,4,83,133,3.1,4,181,53,Arts,S1
657,460,C301,61,Pass,Female,33,1,1,48,264,2.3,0,76,82,Arts,S3
658,436,C201,25,Withdrawn,Female,42,2,2,11,80,0.5,14,6,54,Business,S3
659,218,C301,44,Fail,Male,37,3,2,81,36,0.9,3,35,90,Arts,S1
660,194,C401,31,Withdrawn,Male,19,1,5,72,124,-4.2,26,84,41,Arts,S3
661,434,C301,73,Pass,Male,38,4,2,31,255,-2.9,11,85,46,STEM,S1
662,263,C101,16,Withdrawn,Male,31,0,1,66,87,-4.8,27,135,95,STEM,S1
663,437,C201,44,Fail,Male,28,4,4,57,140,1.0,9,178,86,STEM,S2
664,442,C301,44,Fail,Female,35,4,1,37,34,-3.7,26,35,89,STEM,S3
665,19,C301,53,Fail,Female,18,0,5,12,75,4.0,41,144,58,STEM,S3
666,348,C301,59,Fail,Male,23,4,1,84,281,-4.4,41,61,86,Business,S3
667,481,C101,14,Withdrawn,Female,43,0,2,41,297,-4.8,47,189,52,STEM,S3
668,205,C401,16,Withdrawn,Female,36,3,1,14,248,4.2,36,106,71,STEM,S3
669,283,C101,59,Fail,Female,37,0,1,64,101,3.0,44,192,73,Business,S2
670,195,C301,77,Pass,Male,24,1,5,58,263,-0.8,21,88,45,STEM,S3
671,77,C401,95,Pass,Female,36,0,5,30,200,1.9,5,172,68,Business,S3
672,357,C301,76,Pass,Male,32,3,2,24,154,-3.0,19,123,79,STEM,S2
673,8,C401,19,Withdrawn,Male,33,5,1,30,188,4.3,39,158,67,STEM,S2
674,61,C201,26,Withdrawn,Male,27,3,3,82,187,4.1,22,41,88,Business,S1
675,206,C301,13,Withdrawn,Male,44,1,2,33,182,-2.1,39,177,57,STEM,S3
676,243,C201,62,Pass,Male,21,2,3,41,56,-0.1,47,97,66,Business,S1
677,103,C201,13,Withdrawn,Female,40,5,5,86,81,-0.9,38,66,83,STEM,S1
678,404,C201,72,Pass,Male,42,2,4,11,114,-1.3,46,45,76,Business,S2
679,132,C201,6,Withdrawn,Female,36,2,1,87,256,-4.6,41,87,59,Business,S1
680,27,C401,94,Pass,Female,36,1,4,82,130,1.6,2,123,66,Business,S2
681,88,C301,18,Withdrawn,Male,36,0,3,44,38,1.1,25,26,58,STEM,S1
682,126,C301,59,Fail,Female,41,4,5,10,154,-1.5,36,153,55,Business,S3
683,19,C401,0,Withdrawn,Female,34,2,1,90,122,-3.1,26,74,45,Arts,S3
684,309,C101,20,Withdrawn,Male,31,1,3,79,292,4.7,25,103,49,Business,S3
685,405,C301,2,Withdrawn,Male,22,3,3,26,115,-4.4,34,90,81,Arts,S3
686,432,C201,52,Fail,Female,30,3,5,77,152,2.6,12,50,77,Business,S1
687,390,C401,8,Withdrawn,Male,25,0,1,31,78,3.9,27,1,86,Arts,S3
688,467,C301,89,Pass,Male,44,2,5,54,256,-2.1,42,43,61,Arts,S2
689,154,C401,6,Withdrawn,Female,44,3,3,90,236,1.3,20,133,56,STEM,S3
690,1,C201,18,Withdrawn,Female,33,4,4,65,82,4.4,9,42,87,Business,S1
691,300,C401,7,Withdrawn,Male,23,3,2,24,101,-0.6,26,62,76,STEM,S1
692,307,C101,19,Withdrawn,Male,35,5,2,48,227,0.8,23,159,91,Business,S2
693,287,C301,93,Pass,Female,28,4,5,35,105,2.6,10,172,75,STEM,S3
694,402,C201,38,Withdrawn,Female,24,3,3,83,83,2.4,0,189,57,Business,S3
695,74,C201,35,Withdrawn,Female,18,5,2,36,132,-1.5,30,129,89,STEM,S3
696,70,C201,57,Fail,Male,28,0,5,39,160,2.4,28,130,59,Business,S2
697,335,C101,14,Withdrawn,Female,37,2,2,80,224,1.9,13,3,71,Arts,S2
698,206,C301,38,Withdrawn,Male,28,5,2,25,231,-3.2,32,62,93,Business,S1
699,161,C301,92,Pass,Female,35,3,3,72,178,4.1,41,137,73,Arts,S1
700,119,C401,40,Fail,Female,32,4,1,31,295,2.6,0,183,63,Arts,S2
701,383,C201,79,Pass,Male,31,5,3,35,40,-3.7,50,130,84,Arts,S1
702,161,C201,6,Withdrawn,Male,20,4,2,13,153,3.8,27,6,71,STEM,S2
703,214,C401,27,Withdrawn,Female,43,0,1,13,98,-4.1,16,44,47,Arts,S2
704,45,C201,0,Withdrawn,Female,27,5,3,87,83,-1.2,34,10,67,STEM,S1
705,483,C101,37,Withdrawn,Male,38,1,1,66,204,-4.6,45,187,65,STEM,S3
706,29,C401,14,Withdrawn,Male,20,5,3,90,131,-0.2,49,14,52,STEM,S1
707,285,C101,13,Withdrawn,Male,41,0,3,14,158,2.6,44,200,86,Business,S3
708,28,C201,95,Pass,Female,32,3,2,16,99,4.0,19,149,59,Arts,S1
709,194,C401,67,Pass,Male,19,5,4,87,189,-3.0,37,64,58,Arts,S3
710,478,C301,37,Withdrawn,Male,19,4,5,78,112,3.4,30,172,79,STEM,S3
711,203,C101,82,Pass,Female,42,3,4,87,204,4.6,29,124,48,STEM,S3
712,281,C201,74,Pass,Male,38,3,5,10,152,-0.9,11,83,61,Arts,S3
713,313,C401,39,Withdrawn,Male,21,5,3,90,281,5.0,26,36,85,Arts,S3
714,174,C401,99,Pass,Male,38,1,4,42,128,-1.6,2,138,61,Arts,S3
715,140,C301,29,Withdrawn,Male,27,2,2,78,296,-1.6,15,38,41,STEM,S3
716,430,C201,100,Pass,Female,36,3,2,33,217,-3.2,43,106,71,Business,S3
717,495,C301,49,Fail,Male,43,5,3,71,214,-1.0,19,167,48,Arts,S3
718,216,C101,87,Pass,Male,39,0,1,49,64,-4.7,15,125,66,STEM,S3
719,200,C401,55,Fail,Male,24,4,1,68,183,-0.1,30,13,76,Arts,S2
720,228,C301,97,Pass,Female,31,5,5,84,158,-0.1,49,141,66,STEM,S1
721,272,C201,96,Pass,Female,19,4,3,65,239,-2.4,18,198,91,Arts,S1
722,359,C201,87,Pass,Female,40,5,1,69,125,-0.5,1,164,79,Arts,S3
723,95,C401,2,Withdrawn,Female,31,1,4,87,142,1.4,19,90,92,Arts,S2
724,144,C201,72,Pass,Male,30,1,3,50,48,2.9,21,63,45,Business,S2
725,42,C101,1,Withdrawn,Male,21,1,5,10,275,1.1,16,124,61,Arts,S2
726,226,C101,64,Pass,Male,35,5,4,72,243,2.3,21,167,95,Business,S3
727,1,C401,25,Withdrawn,Female,22,4,4,36,240,-3.0,32,4,91,Business,S3
728,248,C301,78,Pass,Male,20,0,4,66,276,-0.6,41,160,78,Arts,S1
729,199,C101,23,Withdrawn,Female,28,3,3,12,108,3.4,48,73,74,Business,S2
730,179,C101,14,Withdrawn,Male,44,3,5,32,245,2.4,25,14,80,Arts,S3
731,17,C201,16,Withdrawn,Female,37,0,4,47,291,-1.0,30,56,53,Business,S3
732,375,C201,33,Withdrawn,Male,29,2,4,29,135,-2.7,1,56,67,Arts,S2
733,391,C101,93,Pass,Male,21,5,1,89,227,2.4,21,52,54,Business,S3
734,142,C101,56,Fail,Male,42,1,5,54,230,1.6,40,97,55,STEM,S1
735,44,C401,31,Withdrawn,Female,28,5,2,18,232,-3.2,5,151,46,Arts,S2
736,108,C301,32,Withdrawn,Female,19,5,1,28,249,4.6,11,34,84,Arts,S3
737,81,C301,68,Pass,Male,39,2,4,33,89,-1.0,6,58,53,Business,S3
738,340,C301,53,Fail,Male,24,1,2,17,196,-2.1,15,8,42,Business,S1
739,231,C401,15,Withdrawn,Male,41,3,2,68,251,4.3,38,80,45,Arts,S3
740,463,C401,55,Fail,Female,36,4,5,56,235,-0.5,32,63,82,Business,S1
741,343,C101,44,Fail,Female,32,3,3,50,44,-4.6,8,150,70,Business,S1
742,475,C301,23,Withdrawn,Female,25,2,5,60,286,-2.3,30,64,72,Arts,S2
743,5,C401,88,Pass,Female,41,3,5,43,66,1.7,21,104,54,STEM,S1
744,389,C401,9,Withdrawn,Female,22,3,2,75,260,-3.1,41,162,65,Business,S3
745,471,C201,88,Pass,Male,21,0,4,60,114,2.7,47,51,43,STEM,S2
746,465,C401,7,Withdrawn,Female,43,2,4,38,105,3.2,15,39,80,STEM,S2
747,366,C101,79,Pass,Male,33,1,5,44,63,2.7,45,90,52,STEM,S3
748,177,C201,91,Pass,Male,25,5,5,17,291,3.4,42,111,75,STEM,S3
749,443,C301,60,Pass,Male,35,3,5,85,267,-0.0,50,69,63,STEM,S3
750,477,C401,34,Withdrawn,Female,30,0,1,75,219,-3.0,11,164,59,STEM,S1
751,435,C101,78,Pass,Female,22,3,4,34,235,4.7,39,111,85,Arts,S2
752,487,C301,64,Pass,Male,30,5,3,44,31,-2.6,27,108,48,Arts,S3
753,446,C201,48,Fail,Male,39,1,4,65,36,2.0,42,172,61,Business,S1
754,119,C101,58,Fail,Male,20,1,4,62,245,3.3,15,131,63,Business,S1
755,154,C201,83,Pass,Male,38,1,3,53,108,3.4,28,25,60,Arts,S3
756,35,C401,60,Pass,Male,44,2,5,49,220,-0.7,38,48,54,Arts,S2
757,270,C101,32,Withdrawn,Male,30,1,3,17,173,2.0,19,129,68,Arts,S1
758,442,C401,23,Withdrawn,Female,21,2,2,79,74,1.8,44,131,85,Arts,S2
759,121,C101,74,Pass,Male,41,2,2,83,112,-0.0,4,147,94,STEM,S1
760,69,C201,82,Pass,Female,26,4,2,51,80,-1.1,36,68,54,STEM,S2
761,180,C201,98,Pass,Female,31,1,3,72,77,-3.2,39,117,79,STEM,S1
762,357,C401,16,Withdrawn,Male,26,1,3,14,142,-2.5,1,74,43,Arts,S1
763,205,C301,56,Fail,Female,38,3,5,11,216,0.7,48,188,42,Arts,S3
764,87,C401,65,Pass,Male,35,4,4,60,99,3.5,15,63,53,STEM,S3
765,425,C401,9,Withdrawn,Male,25,0,3,42,144,-1.5,2,184,57,STEM,S1
766,174,C201,57,Fail,Male,44,1,3,88,103,-4.3,6,135,89,STEM,S1
767,128,C401,93,Pass,Male,26,4,4,88,282,-3.6,47,15,83,Arts,S2
768,112,C301,18,Withdrawn,Female,36,2,3,69,226,-3.2,6,11,74,Business,S2
769,474,C301,65,Pass,Female,18,1,3,90,229,3.3,12,49,56,STEM,S3
770,212,C401,72,Pass,Female,43,1,4,64,264,3.4,12,64,87,Business,S3
771,220,C101,62,Pass,Female,20,3,3,61,290,-2.0,48,90,78,STEM,S2
772,465,C401,24,Withdrawn,Female,35,4,2,71,61,2.5,15,98,67,Business,S1
773,480,C101,35,Withdrawn,Female,30,3,3,21,87,-4.1,43,186,73,STEM,S1
774,208,C201,5,Withdrawn,Female,34,5,2,45,167,4.1,0,190,88,Arts,S2
775,309,C401,83,Pass,Female,27,4,2,61,107,-0.9,43,47,86,Business,S2
776,75,C201,31,Withdrawn,Female,39,2,1,80,193,-4.3,44,97,53,STEM,S2
777,167,C401,79,Pass,Male,25,2,4,83,125,-4.2,16,184,95,Arts,S2
778,438,C401,28,Withdrawn,Male,24,0,4,68,95,-4.0,27,35,77,Arts,S2
779,492,C201,92,Pass,Male,40,2,1,49,221,4.9,31,53,47,STEM,S2
780,399,C301,7,Withdrawn,Male,22,2,2,29,130,-3.4,40,193,71,Business,S2
781,458,C301,86,Pass,Female,37,5,4,87,80,1.1,37,56,66,Arts,S2
782,97,C101,58,Fail,Male,33,4,1,39,155,2.5,26,78,49,Business,S1
783,234,C101,32,Withdrawn,Female,26,4,4,63,76,-2.9,23,156,84,Arts,S1
784,467,C101,75,Pass,Female,19,0,2,24,65,4.5,29,55,73,STEM,S2
785,67,C401,92,Pass,Female,27,3,1,81,245,-0.1,8,7,77,STEM,S1
786,491,C101,88,Pass,Female,21,0,5,74,252,-0.3,15,91,86,Arts,S2
787,357,C201,61,Pass,Male,36,0,5,66,229,-2.8,19,85,78,Business,S2
788,486,C201,0,Withdrawn,Female,43,2,5,62,139,4.8,42,168,73,STEM,S1
789,263,C301,64,Pass,Male,28,5,1,70,63,-3.1,43,193,71,STEM,S2
790,424,C201,25,Withdrawn,Female,38,2,1,63,275,-3.3,14,155,71,STEM,S1
791,146,C201,67,Pass,Female,25,2,5,50,220,2.6,27,195,75,STEM,S3
792,393,C101,64,Pass,Female,45,3,4,52,242,-3.4,23,99,59,STEM,S2
793,393,C201,15,Withdrawn,Female,25,2,1,14,156,-2.4,6,23,46,Business,S2
794,147,C101,12,Withdrawn,Male,35,0,3,46,166,-0.9,37,160,64,Arts,S1
795,167,C401,81,Pass,Male,27,5,5,33,239,3.3,12,98,49,STEM,S3
796,258,C101,10,Withdrawn,Female,38,3,2,46,49,3.1,23,38,47,STEM,S1
797,20,C201,70,Pass,Female,24,3,3,74,173,0.9,3,162,42,Business,S1
798,96,C101,51,Fail,Male,35,1,2,78,133,3.3,21,9,69,Business,S2
799,131,C401,25,Withdrawn,Female,27,2,3,16,256,1.9,46,11,52,STEM,S2
800,341,C201,69,Pass,Female,28,1,3,64,131,-4.5,43,12,62,Business,S1
801,77,C401,71,Pass,Female,24,5,4,82,173,-1.2,18,104,57,Business,S2
802,281,C101,43,Fail,Female,19,4,4,36,152,-4.0,22,165,47,Arts,S1
803,370,C201,91,Pass,Female,19,0,2,18,285,-2.6,49,157,42,STEM,S3
804,289,C201,96,Pass,Male,40,2,4,28,45,4.3,30,145,62,Business,S1
805,498,C201,14,Withdrawn,Male,28,5,2,79,278,4.3,45,10,71,STEM,S1
806,3,C301,25,Withdrawn,Female,33,5,5,28,272,3.0,1,196,92,Arts,S1
807,323,C201,99,Pass,Male,24,2,4,24,53,2.5,22,121,90,Business,S2
808,301,C101,100,Pass,Male,30,0,1,24,146,1.5,39,31,61,STEM,S3
809,115,C301,43,Fail,Male,35,5,4,84,37,-3.6,49,55,69,Arts,S2
810,5,C101,51,Fail,Male,18,0,1,31,69,-0.6,4,180,46,Arts,S2
811,415,C201,33,Withdrawn,Female,34,4,1,78,105,4.4,33,54,77,Arts,S2
812,174,C401,28,Withdrawn,Male,31,5,2,12,201,-2.6,28,12,78,STEM,S2
813,280,C101,24,Withdrawn,Female,34,3,3,19,212,-4.3,39,73,51,Business,S1
814,190,C301,87,Pass,Male,30,5,1,89,231,4.2,30,66,50,Arts,S3
815,125,C201,81,Pass,Male,31,1,5,23,118,-2.1,37,44,81,Business,S3
816,333,C401,87,Pass,Female,29,0,3,76,194,-0.1,15,11,43,Arts,S1
817,117,C201,14,Withdrawn,Male,39,4,5,90,213,4.1,42,1,76,Business,S2
818,199,C201,20,Withdrawn,Male,32,0,4,23,229,-3.2,12,174,63,STEM,S1
819,119,C401,67,Pass,Female,42,3,1,16,243,-1.2,0,22,55,Arts,S1
820,270,C401,64,Pass,Male,37,1,2,10,60,-0.5,37,73,43,STEM,S1
821,129,C401,27,Withdrawn,Female,37,0,1,80,159,-3.0,44,192,49,STEM,S2
822,400,C401,41,Fail,Female,19,5,2,54,227,-4.3,31,74,83,STEM,S3
823,196,C301,85,Pass,Male,39,3,2,75,222,4.1,40,4,92,Arts,S2
824,289,C101,17,Withdrawn,Male,28,4,3,19,274,-1.8,13,132,56,Arts,S2
825,54,C101,67,Pass,Male,23,0,2,23,117,-3.4,24,161,83,STEM,S2
826,17,C101,48,Fail,Male,28,5,1,12,45,2.8,23,190,91,Arts,S1
827,491,C201,27,Withdrawn,Female,41,5,1,59,160,3.1,35,36,53,Arts,S1
828,172,C301,39,Withdrawn,Female,43,0,2,37,41,1.8,43,4,69,Arts,S1
829,80,C201,15,Withdrawn,Male,31,4,2,44,57,3.8,42,186,71,Arts,S2
830,99,C401,11,Withdrawn,Male,31,1,5,22,107,-0.1,6,57,63,STEM,S2
831,285,C401,30,Withdrawn,Female,45,4,5,20,136,-2.5,7,45,51,STEM,S1
832,112,C101,24,Withdrawn,Male,22,5,1,22,144,1.9,4,36,76,STEM,S1
833,208,C201,91,Pass,Female,33,5,5,48,121,-3.6,8,138,84,Business,S1
834,253,C101,85,Pass,Male,24,5,2,72,204,3.3,35,60,64,Arts,S2
835,56,C401,99,Pass,Female,42,4,1,38,187,4.2,16,80,78,STEM,S2
836,286,C301,75,Pass,Female,37,3,3,36,127,4.1,36,194,90,Arts,S1
837,241,C101,65,Pass,Male,38,2,1,34,145,0.5,13,121,51,STEM,S1
838,371,C101,25,Withdrawn,Female,22,0,1,11,291,2.6,11,112,94,Business,S3
839,362,C201,67,Pass,Female,28,0,4,57,97,0.1,38,1,95,Arts,S2
840,111,C301,20,Withdrawn,Male,43,4,2,74,149,-2.2,12,104,87,Arts,S1
841,36,C101,38,Withdrawn,Female,27,4,4,25,79,2.9,20,29,41,Business,S3
842,288,C101,3,Withdrawn,Male,39,2,3,57,294,0.4,49,166,40,Arts,S2
843,124,C301,72,Pass,Male,31,1,3,24,119,3.2,47,74,93,Arts,S2
844,393,C401,95,Pass,Female,20,4,5,36,133,-3.1,49,75,44,STEM,S3
845,64,C101,9,Withdrawn,Male,36,5,1,65,281,1.3,12,41,46,Arts,S3
846,485,C401,32,Withdrawn,Female,37,4,1,22,159,-2.1,25,118,62,STEM,S2
847,208,C401,37,Withdrawn,Female,31,1,3,40,219,-3.4,46,101,89,Business,S1
848,236,C201,37,Withdrawn,Female,18,5,1,54,114,-0.8,2,18,43,STEM,S3
849,111,C101,87,Pass,Male,21,3,1,34,111,-3.0,8,162,72,Business,S2
850,321,C401,88,Pass,Female,29,5,3,54,263,-0.9,6,104,71,Arts,S1
851,456,C401,62,Pass,Female,37,2,4,55,62,-3.6,1,67,95,STEM,S2
852,438,C301,9,Withdrawn,Male,22,5,1,15,143,-4.4,22,120,65,Arts,S1
853,424,C401,90,Pass,Female,40,1,1,58,142,-4.2,11,167,53,STEM,S3
854,493,C101,37,Withdrawn,Male,37,0,5,37,197,0.9,39,167,72,STEM,S2
855,467,C301,0,Withdrawn,Male,34,2,4,19,118,2.2,44,13,45,Arts,S3
856,351,C401,46,Fail,Female,43,3,1,20,55,2.6,43,39,81,STEM,S1
857,112,C401,99,Pass,Female,30,0,3,14,156,0.6,43,63,44,STEM,S3
858,477,C301,45,Fail,Male,26,1,1,55,77,-3.7,39,143,83,STEM,S1
859,151,C301,63,Pass,Male,35,1,3,37,45,1.1,15,82,60,Business,S1
860,359,C101,37,Withdrawn,Female,26,1,1,75,221,3.0,1,4,80,Arts,S1
861,23,C201,43,Fail,Male,45,2,4,57,264,-0.7,27,120,46,STEM,S3
862,192,C401,51,Fail,Female,43,2,5,23,288,-1.7,34,10,89,Arts,S2
863,448,C101,93,Pass,Male,32,1,1,61,165,2.6,36,54,80,STEM,S1
864,73,C101,41,Fail,Male,30,4,2,84,230,-4.7,13,69,68,Business,S3
865,376,C301,10,Withdrawn,Male,41,5,4,62,157,1.4,16,137,93,Business,S1
866,91,C401,65,Pass,Male,25,4,5,77,122,2.0,27,47,81,STEM,S3
867,477,C101,92,Pass,Male,45,3,3,11,61,0.1,10,20,77,STEM,S1
868,366,C201,17,Withdrawn,Male,40,2,5,20,244,0.4,43,146,94,Arts,S1
869,160,C401,56,Fail,Male,38,0,5,43,79,3.2,39,91,53,STEM,S1
870,213,C201,27,Withdrawn,Female,35,0,4,29,199,4.1,23,110,66,Business,S3
871,132,C401,56,Fail,Female,26,2,3,25,165,-1.2,31,119,57,STEM,S3
872,8,C201,13,Withdrawn,Female,18,4,1,73,57,-3.3,46,3,69,Business,S2
873,27,C301,98,Pass,Female,37,1,3,67,123,4.8,22,80,92,Arts,S2
874,222,C101,58,Fail,Male,36,3,4,11,88,4.0,21,172,81,STEM,S1
875,245,C301,49,Fail,Female,21,0,5,86,138,2.4,30,56,92,STEM,S2
876,50,C401,37,Withdrawn,Male,41,0,4,39,178,-4.3,17,10,61,STEM,S1
877,311,C101,88,Pass,Female,33,3,3,46,187,4.4,32,170,65,Arts,S2
878,234,C201,18,Withdrawn,Female,42,0,5,83,125,4.6,25,63,88,Arts,S2
879,148,C301,9,Withdrawn,Female,28,1,5,64,216,-0.3,49,142,49,Arts,S2
880,467,C101,96,Pass,Female,31,1,4,44,108,-1.5,33,111,45,Arts,S1
881,78,C401,76,Pass,Female,39,5,5,28,236,-0.5,12,165,58,STEM,S3
882,252,C401,93,Pass,Female,40,1,5,52,194,-3.0,17,4,83,Business,S1
883,78,C301,77,Pass,Female,41,5,2,47,63,-4.3,49,184,64,Business,S3
884,73,C401,70,Pass,Female,28,5,3,68,281,-4.0,2,75,48,Business,S3
885,377,C101,56,Fail,Male,44,0,4,69,87,-1.4,10,64,54,Arts,S1
886,140,C201,81,Pass,Female,37,5,1,11,74,-2.0,18,187,93,Arts,S1
887,49,C401,60,Pass,Male,44,2,3,35,265,0.9,13,26,53,Arts,S2
888,197,C101,65,Pass,Male,45,1,5,46,251,-1.5,48,24,73,Business,S1
889,468,C401,6,Withdrawn,Male,24,5,1,24,64,-0.5,36,180,72,STEM,S1
890,393,C401,68,Pass,Male,43,5,4,53,267,-1.1,34,98,82,Arts,S2
891,230,C401,61,Pass,Male,45,5,4,24,252,3.2,17,95,63,Arts,S3
892,440,C201,62,Pass,Female,19,0,2,24,199,-2.6,46,54,66,Arts,S3
893,219,C401,83,Pass,Male,21,0,3,39,111,-4.8,25,25,91,STEM,S2
894,176,C301,0,Withdrawn,Male,30,3,2,14,212,4.8,19,106,90,STEM,S3
895,347,C401,20,Withdrawn,Male,36,4,5,88,58,-3.5,44,191,86,Business,S1
896,327,C401,20,Withdrawn,Male,26,0,5,75,54,3.2,30,112,56,Arts,S2
897,371,C301,0,Withdrawn,Male,28,1,2,76,61,2.9,32,178,75,Arts,S3
898,66,C201,43,Fail,Male,41,2,2,43,149,-4.2,28,150,42,Arts,S2
899,21,C101,12,Withdrawn,Female,39,4,4,89,151,-0.2,17,0,71,Arts,S3
900,175,C101,7,Withdrawn,Female,45,3,1,80,108,3.2,50,73,80,Business,S2
901,390,C101,38,Withdrawn,Female,41,1,2,53,111,0.8,5,32,64,Arts,S2
902,283,C201,74,Pass,Female,25,4,1,90,79,0.0,23,86,94,Arts,S2
903,371,C101,56,Fail,Female,21,4,4,42,78,2.4,35,131,49,Business,S1
904,2,C401,54,Fail,Male,19,5,5,73,242,1.5,10,74,88,Arts,S3
905,161,C301,25,Withdrawn,Female,43,3,2,15,58,-2.6,46,88,73,Business,S2
906,494,C101,64,Pass,Female,22,0,4,21,259,1.9,49,71,40,STEM,S2
907,389,C201,14,Withdrawn,Female,33,2,5,69,170,4.4,6,134,95,Business,S2
908,423,C301,61,Pass,Female,37,3,5,72,189,3.4,11,77,48,Business,S3
909,435,C301,56,Fail,Female,20,3,5,86,266,0.0,40,159,93,Arts,S3
910,230,C401,66,Pass,Female,27,3,2,84,209,2.9,34,62,65,Business,S3
911,355,C101,55,Fail,Male,28,4,3,75,115,0.4,49,20,65,Arts,S2
912,17,C301,28,Withdrawn,Female,23,1,1,39,50,-2.6,47,118,54,STEM,S1
913,326,C201,51,Fail,Male,28,0,3,53,246,-0.5,24,43,51,STEM,S1
914,213,C401,15,Withdrawn,Male,43,3,1,43,120,-2.2,4,25,46,Business,S1
915,21,C101,5,Withdrawn,Male,24,4,4,87,165,-1.2,45,14,46,STEM,S2
916,372,C301,95,Pass,Male,24,2,2,31,31,1.3,30,128,80,Business,S2
917,203,C401,50,Fail,Male,40,1,4,38,254,0.7,38,199,70,STEM,S3
918,331,C301,97,Pass,Female,20,3,5,20,228,1.3,18,137,44,Arts,S2
919,431,C301,90,Pass,Female,34,1,4,23,30,-0.2,30,173,80,STEM,S1
920,178,C401,15,Withdrawn,Male,27,1,5,57,272,-3.1,18,145,64,STEM,S3
921,388,C401,93,Pass,Male,26,5,5,84,47,-0.2,45,197,85,Business,S2
922,76,C201,16,Withdrawn,Male,37,2,1,48,30,-1.7,3,177,55,STEM,S3
923,85,C201,62,Pass,Male,26,1,1,69,265,-0.0,0,18,45,STEM,S2
924,430,C201,99,Pass,Female,39,5,4,46,195,4.2,16,176,93,Business,S3
925,280,C301,80,Pass,Female,29,0,2,17,116,0.6,12,115,45,Business,S1
926,254,C101,86,Pass,Male,39,4,3,55,121,2.9,7,84,94,STEM,S1
927,432,C301,10,Withdrawn,Female,34,1,3,72,218,-1.5,12,51,41,Arts,S3
928,398,C201,97,Pass,Female,26,5,5,22,175,1.3,50,118,94,STEM,S2
929,268,C401,61,Pass,Male,24,4,2,47,103,1.1,43,115,61,Business,S2
930,336,C201,67,Pass,Female,45,3,2,12,122,2.4,12,79,64,STEM,S2
931,435,C101,38,Withdrawn,Female,19,4,4,56,132,-3.1,38,102,70,Arts,S3
932,59,C201,39,Withdrawn,Male,28,4,2,31,107,0.1,6,54,44,Business,S1
