EnrollmentID,StudentID,WeekNum,WeeklyLoginCount,WeeklyClickTotal,WeeklyVideoViews,WeeklyForumPosts,CumulativeAssignmentScore
557,237,12,7,207,10,5,120
557,237,13,5,186,11,2,125
557,237,14,10,135,8,2,139
557,237,15,11,211,17,2,146
558,275,1,8,154,16,4,10
558,275,2,7,151,2,4,19
558,275,3,4,192,9,4,33
558,275,4,7,112,10,1,46
558,275,5,8,182,14,5,59
558,275,6,9,190,16,1,64
558,275,7,12,142,0,5,75
558,275,8,8,159,7,1,87
558,275,9,5,202,12,4,96
558,275,10,9,196,8,5,109
558,275,11,10,100,6,4,122
558,275,12,8,131,10,4,133
558,275,13,8,148,17,3,145
558,275,14,8,83,15,1,158
558,275,15,8,182,3,2,169
559,307,1,3,122,2,1,12
559,307,2,10,159,19,2,19
559,307,3,7,223,11,0,33
559,307,4,11,239,4,5,38
559,307,5,4,139,19,3,44
559,307,6,6,162,16,3,57
559,307,7,8,79,19,1,71
559,307,8,10,206,20,3,83
559,307,9,4,145,1,3,88
559,307,10,12,170,18,4,99
559,307,11,10,160,20,0,108
559,307,12,7,105,6,1,122
559,307,13,9,153,4,0,129
559,307,14,8,95,3,5,134
559,307,15,8,100,5,5,146
560,478,1,7,142,5,5,8
560,478,2,11,149,3,0,20
560,478,3,11,161,10,4,27
560,478,4,5,211,7,1,38
560,478,5,8,145,0,2,51
560,478,6,9,105,10,4,59
560,478,7,8,179,15,0,68
560,478,8,6,137,15,1,77
560,478,9,6,181,9,5,84
560,478,10,9,146,6,2,89
560,478,11,7,173,17,0,98
560,478,12,9,145,4,1,107
560,478,13,5,103,8,3,118
560,478,14,6,184,17,2,131
560,478,15,4,152,20,5,145
561,414,1,11,135,4,3,11
561,414,2,3,131,16,5,24
561,414,3,9,133,8,4,38
561,414,4,9,130,3,0,51
561,414,5,10,168,6,3,57
561,414,6,7,97,14,3,69
561,414,7,12,111,8,2,77
561,414,8,9,259,9,3,84
561,414,9,8,230,12,1,91
561,414,10,9,148,16,0,102
561,414,11,10,118,4,1,112
561,414,12,3,161,1,0,122
561,414,13,8,104,16,1,136
561,414,14,7,170,19,3,147
561,414,15,8,133,16,5,157
562,494,1,6,294,14,0,12
562,494,2,7,183,20,3,19
562,494,3,8,182,4,2,31
562,494,4,7,193,20,3,37
562,494,5,9,186,17,3,43
562,494,6,6,180,1,5,57
562,494,7,10,153,13,5,70
562,494,8,10,167,6,5,75
562,494,9,9,177,19,2,81
562,494,10,13,135,15,5,94
562,494,11,12,143,12,5,103
562,494,12,8,299,17,4,110
562,494,13,12,221,4,3,122
562,494,14,10,158,1,3,131
562,494,15,9,218,8,0,143
563,316,1,8,218,13,2,12
563,316,2,9,115,19,0,25
563,316,3,5,259,16,5,30
563,316,4,6,246,13,2,40
563,316,5,10,169,11,3,49
563,316,6,10,112,15,3,62
563,316,7,9,202,13,2,72
563,316,8,8,152,10,0,82
563,316,9,11,128,14,0,92
563,316,10,6,185,14,0,98
563,316,11,5,243,18,0,108
563,316,12,10,230,17,2,114
563,316,13,8,107,0,4,121
563,316,14,9,239,2,1,126
563,316,15,9,185,11,0,136
564,20,1,6,152,19,4,9
564,20,2,7,68,5,5,22
564,20,3,6,142,14,5,32
564,20,4,5,179,15,1,37
564,20,5,8,93,20,1,42
564,20,6,4,168,0,0,49
564,20,7,3,195,3,3,54
564,20,8,5,186,18,0,65
564,20,9,3,170,17,0,74
564,20,10,8,177,13,0,83
564,20,11,12,86,19,5,97
564,20,12,2,80,18,5,107
564,20,13,4,141,6,1,121
564,20,14,6,141,15,1,128
564,20,15,7,127,18,5,136
565,36,1,1,211,12,0,8
565,36,2,5,233,7,0,21
565,36,3,5,77,1,3,34
565,36,4,6,157,0,5,47
565,36,5,8,129,13,3,59
565,36,6,7,157,7,2,66
565,36,7,8,208,19,2,73
565,36,8,9,105,16,3,86
565,36,9,4,195,13,4,92
565,36,10,2,123,17,3,103
565,36,11,4,111,13,0,110
565,36,12,10,190,7,1,115
565,36,13,6,81,15,3,129
565,36,14,6,112,5,5,135
565,36,15,6,176,12,0,142
566,446,1,7,181,17,2,5
566,446,2,10,228,13,1,19
566,446,3,7,161,5,3,31
566,446,4,12,168,11,0,43
566,446,5,10,189,5,4,56
566,446,6,10,113,3,2,67
566,446,7,12,210,8,1,80
566,446,8,12,203,4,0,90
566,446,9,9,157,5,1,100
566,446,10,10,117,7,3,114
566,446,11,14,185,17,5,127
566,446,12,6,231,10,1,132
566,446,13,12,172,4,4,139
566,446,14,10,172,7,0,147
566,446,15,11,135,8,5,160
567,95,1,8,181,7,5,7
567,95,2,6,202,2,4,16
567,95,3,10,142,2,3,24
567,95,4,9,202,9,2,29
567,95,5,5,146,0,5,42
567,95,6,11,150,19,4,47
567,95,7,10,270,10,0,57
567,95,8,10,233,3,1,71
567,95,9,10,190,15,5,84
567,95,10,6,197,5,5,97
567,95,11,7,199,19,1,108
567,95,12,9,240,14,4,120
567,95,13,11,185,15,2,125
567,95,14,9,217,10,3,131
567,95,15,6,152,11,4,140
568,286,1,11,281,3,5,6
568,286,2,10,282,5,1,11
568,286,3,14,188,20,3,18
568,286,4,9,148,9,1,25
568,286,5,14,170,4,2,33
568,286,6,13,214,4,4,47
568,286,7,10,195,13,0,54
568,286,8,8,253,19,2,67
568,286,9,11,174,17,3,75
568,286,10,12,172,17,5,85
568,286,11,9,269,15,0,98
568,286,12,9,231,13,1,112
568,286,13,9,214,10,0,124
568,286,14,8,266,14,5,129
568,286,15,7,164,14,1,135
569,87,1,9,244,19,1,8
569,87,2,6,236,20,5,22
569,87,3,10,233,13,4,28
569,87,4,7,189,3,2,37
569,87,5,8,130,19,1,48
569,87,6,11,120,18,4,62
569,87,7,4,191,4,1,71
569,87,8,8,129,0,5,85
569,87,9,10,249,13,3,99
569,87,10,10,138,12,1,105
569,87,11,9,260,2,5,117
569,87,12,8,171,8,3,127
569,87,13,7,142,6,3,141
569,87,14,6,217,18,1,152
569,87,15,5,219,6,1,166
570,9,1,5,140,17,1,7
570,9,2,6,58,19,4,13
570,9,3,10,250,7,1,27
570,9,4,8,190,3,3,37
570,9,5,6,184,8,0,48
570,9,6,11,139,8,4,58
570,9,7,6,217,13,3,63
570,9,8,6,204,6,5,73
570,9,9,8,159,3,4,87
570,9,10,9,204,7,3,99
570,9,11,7,118,12,5,104
570,9,12,9,201,0,0,115
570,9,13,5,145,18,5,122
570,9,14,4,148,2,5,127
570,9,15,9,144,14,3,139
571,249,1,9,129,6,3,13
571,249,2,5,217,10,0,23
571,249,3,5,169,1,1,33
571,249,4,4,213,6,0,45
571,249,5,11,188,16,0,51
571,249,6,11,219,19,3,56
571,249,7,5,115,16,4,68
571,249,8,5,80,20,5,76
571,249,9,7,126,9,0,85
571,249,10,5,112,5,3,90
571,249,11,10,221,1,2,101
571,249,12,11,222,11,4,114
571,249,13,8,201,15,2,121
571,249,14,8,190,18,2,126
571,249,15,8,163,19,5,137
572,232,1,10,255,10,1,6
572,232,2,5,241,0,0,18
572,232,3,7,176,19,1,29
572,232,4,11,304,12,5,34
572,232,5,10,203,12,5,47
572,232,6,6,187,18,2,53
572,232,7,11,156,0,3,63
572,232,8,6,213,16,3,73
572,232,9,14,156,10,4,86
572,232,10,7,217,9,0,97
572,232,11,13,156,6,4,103
572,232,12,12,185,5,3,109
572,232,13,5,142,4,3,117
572,232,14,5,265,17,5,127
572,232,15,9,259,15,5,132
573,395,1,7,169,2,2,9
573,395,2,13,259,20,3,20
573,395,3,8,110,8,4,30
573,395,4,11,284,18,1,36
573,395,5,10,227,18,2,50
573,395,6,8,242,17,1,56
573,395,7,10,171,2,4,69
573,395,8,10,228,6,1,78
573,395,9,8,149,10,4,86
573,395,10,7,266,13,2,98
573,395,11,11,167,6,2,104
573,395,12,12,189,20,4,114
573,395,13,10,216,20,0,125
573,395,14,12,196,2,1,136
573,395,15,11,193,12,2,147
574,430,1,13,255,8,3,13
574,430,2,10,295,6,3,19
574,430,3,10,120,12,3,29
574,430,4,6,247,11,4,39
574,430,5,10,171,1,0,45
574,430,6,11,181,11,1,50
574,430,7,13,244,11,5,61
574,430,8,8,258,4,5,70
574,430,9,14,227,14,0,78
574,430,10,11,275,18,2,92
574,430,11,8,286,10,5,105
574,430,12,11,249,16,0,115
574,430,13,8,200,14,5,129
574,430,14,13,148,13,4,135
574,430,15,6,196,4,5,147
575,103,1,4,88,11,0,9
575,103,2,11,98,11,4,15
575,103,3,5,72,14,3,25
575,103,4,10,193,20,1,30
575,103,5,2,171,9,4,38
575,103,6,10,127,17,5,43
575,103,7,2,145,6,2,48
575,103,8,7,138,9,0,57
575,103,9,4,205,10,4,64
575,103,10,9,64,2,2,71
575,103,11,7,191,20,2,81
575,103,12,3,205,20,2,88
575,103,13,8,113,12,5,99
575,103,14,2,169,2,1,113
575,103,15,6,48,14,5,118
576,16,1,7,123,10,4,9
576,16,2,10,201,6,3,23
576,16,3,9,170,3,3,37
576,16,4,8,244,9,5,45
576,16,5,9,233,14,1,54
576,16,6,5,184,15,0,66
576,16,7,11,260,10,2,78
576,16,8,11,237,11,2,84
576,16,9,8,248,6,3,90
576,16,10,10,239,13,3,100
576,16,11,8,160,8,3,105
576,16,12,11,265,14,5,119
576,16,13,7,167,20,2,131
576,16,14,9,171,17,1,144
576,16,15,8,219,10,4,152
577,72,1,7,88,17,5,13
577,72,2,10,168,9,5,25
577,72,3,8,105,6,5,36
577,72,4,6,182,19,4,48
577,72,5,9,214,15,4,60
577,72,6,8,170,1,5,65
577,72,7,4,239,6,4,74
577,72,8,11,78,9,2,85
577,72,9,7,208,18,0,96
577,72,10,5,140,11,2,110
577,72,11,9,117,3,5,118
577,72,12,6,137,18,1,123
577,72,13,10,194,11,2,128
577,72,14,8,110,5,5,139
577,72,15,11,163,19,5,144
578,102,1,13,213,8,3,8
578,102,2,10,188,4,2,14
578,102,3,10,168,20,1,27
578,102,4,9,196,19,4,34
578,102,5,11,275,18,1,39
578,102,6,12,262,20,0,53
578,102,7,13,236,12,4,67
578,102,8,13,126,19,2,73
578,102,9,7,228,16,2,84
578,102,10,7,254,0,2,98
578,102,11,12,286,8,5,109
578,102,12,8,128,10,4,117
578,102,13,13,246,17,3,126
578,102,14,9,205,12,2,132
578,102,15,11,184,8,0,141
579,352,1,7,181,8,4,9
579,352,2,10,208,4,2,22
579,352,3,9,125,4,4,31
579,352,4,8,106,5,2,43
579,352,5,4,213,13,4,48
579,352,6,8,163,0,1,58
579,352,7,7,190,14,4,68
579,352,8,5,244,18,2,80
579,352,9,9,256,14,5,90
579,352,10,10,268,7,1,103
579,352,11,7,256,15,2,111
579,352,12,4,132,1,2,117
579,352,13,12,204,10,0,131
579,352,14,7,134,15,4,141
579,352,15,8,207,2,0,149
580,499,1,6,140,13,5,6
580,499,2,5,202,11,2,13
580,499,3,9,212,5,1,20
580,499,4,8,159,3,0,30
580,499,5,9,255,17,1,43
580,499,6,3,229,16,2,55
580,499,7,5,168,5,1,63
580,499,8,9,166,17,0,71
580,499,9,6,180,9,5,78
580,499,10,7,218,16,0,92
580,499,11,7,228,9,1,100
580,499,12,6,217,20,5,107
580,499,13,9,69,17,4,121
580,499,14,12,164,17,0,126
580,499,15,11,172,16,4,138
581,427,1,10,131,12,4,10
581,427,2,4,204,6,5,18
581,427,3,7,125,18,4,28
581,427,4,7,228,11,3,34
581,427,5,9,137,15,5,40
581,427,6,6,212,9,4,46
581,427,7,7,127,19,1,54
581,427,8,8,259,17,1,68
581,427,9,10,143,4,2,76
581,427,10,6,120,11,0,86
581,427,11,8,166,10,4,98
581,427,12,7,145,12,5,111
581,427,13,8,225,12,1,119
581,427,14,7,209,12,1,128
581,427,15,9,132,16,0,142
582,278,1,10,198,7,4,14
582,278,2,4,127,5,0,23
582,278,3,6,189,8,0,32
582,278,4,7,210,8,2,45
582,278,5,8,99,12,4,57
582,278,6,5,160,19,0,65
582,278,7,9,229,8,5,78
582,278,8,8,124,14,3,86
582,278,9,4,114,16,0,94
582,278,10,4,126,16,1,100
582,278,11,10,202,6,2,105
582,278,12,10,116,20,1,110
582,278,13,9,245,15,4,119
582,278,14,5,163,17,1,124
582,278,15,7,194,7,1,134
583,56,1,7,216,2,4,5
583,56,2,10,256,16,2,16
583,56,3,12,182,3,5,29
583,56,4,8,181,14,0,40
583,56,5,9,283,15,3,45
583,56,6,11,246,19,4,58
583,56,7,10,270,7,4,69
583,56,8,11,189,19,1,79
583,56,9,8,259,13,5,85
583,56,10,9,254,14,4,97
583,56,11,8,295,9,2,106
583,56,12,11,244,9,4,120
583,56,13,10,258,3,0,125
583,56,14,9,212,6,2,138
583,56,15,11,268,15,2,149
584,31,1,6,135,2,4,10
584,31,2,9,97,6,4,22
584,31,3,8,258,18,2,34
584,31,4,9,148,10,0,43
584,31,5,9,258,13,1,55
584,31,6,11,129,8,3,68
584,31,7,7,210,2,4,81
584,31,8,9,211,18,1,91
584,31,9,12,130,19,3,103
584,31,10,10,162,12,1,116
584,31,11,6,194,3,1,129
584,31,12,13,116,6,4,139
584,31,13,7,134,3,1,150
584,31,14,6,214,11,1,155
584,31,15,7,144,15,3,164
585,9,1,8,262,4,4,9
585,9,2,12,248,4,1,19
585,9,3,9,235,17,3,25
585,9,4,11,289,12,3,32
585,9,5,9,231,15,4,40
585,9,6,12,245,7,2,54
585,9,7,11,197,8,0,65
585,9,8,10,180,17,4,71
585,9,9,12,207,2,0,81
585,9,10,11,212,9,0,93
585,9,11,12,234,7,1,103
585,9,12,14,153,9,1,109
585,9,13,9,279,14,0,118
585,9,14,8,299,12,0,123
585,9,15,11,238,15,5,132
586,39,1,6,227,8,5,6
586,39,2,9,244,1,1,12
586,39,3,8,254,7,3,20
586,39,4,11,166,17,5,25
586,39,5,7,210,4,2,31
586,39,6,12,217,8,3,45
586,39,7,10,144,16,2,51
586,39,8,9,176,4,3,59
586,39,9,13,191,17,4,65
586,39,10,11,193,7,5,77
586,39,11,7,169,15,3,82
586,39,12,6,216,15,2,96
586,39,13,7,158,17,3,103
586,39,14,13,284,12,3,117
586,39,15,11,250,18,1,123
587,34,1,10,226,11,1,10
587,34,2,8,141,8,5,19
587,34,3,3,171,8,3,30
587,34,4,8,163,10,3,41
587,34,5,8,136,4,2,47
587,34,6,4,85,12,0,53
587,34,7,8,187,4,5,59
587,34,8,6,153,13,2,66
587,34,9,3,93,14,0,75
587,34,10,6,192,17,5,88
587,34,11,4,47,8,0,95
587,34,12,5,122,3,1,106
587,34,13,9,51,20,0,114
587,34,14,6,118,8,5,122
587,34,15,2,193,11,5,127
588,194,1,11,212,19,5,14
588,194,2,7,168,1,0,19
588,194,3,5,210,20,1,28
588,194,4,10,147,8,0,41
588,194,5,3,174,10,2,49
588,194,6,4,74,19,0,56
588,194,7,6,117,14,1,64
588,194,8,8,80,1,1,78
588,194,9,5,155,20,1,91
588,194,10,2,83,20,1,104
588,194,11,7,112,4,1,115
588,194,12,4,180,15,5,120
588,194,13,5,115,16,3,125
588,194,14,1,117,13,1,136
588,194,15,7,124,20,4,146
589,209,1,8,87,15,5,5
589,209,2,3,91,8,2,16
589,209,3,8,242,15,4,28
589,209,4,10,261,0,2,37
589,209,5,5,111,14,3,51
589,209,6,10,109,9,0,65
589,209,7,10,242,7,0,73
589,209,8,7,63,0,1,86
589,209,9,5,209,12,0,100
589,209,10,8,105,11,3,113
589,209,11,9,76,4,3,123
589,209,12,8,65,15,5,134
589,209,13,5,197,16,4,141
589,209,14,5,151,2,5,151
589,209,15,12,218,2,4,161
590,201,1,9,142,12,0,7
590,201,2,8,176,9,2,21
590,201,3,11,194,18,4,33
590,201,4,9,158,20,4,44
590,201,5,5,152,5,4,53
590,201,6,10,157,0,5,65
590,201,7,6,183,11,1,75
590,201,8,4,135,10,1,85
590,201,9,11,120,3,3,94
590,201,10,6,60,0,0,108
590,201,11,11,152,1,1,114
590,201,12,10,143,3,5,124
590,201,13,6,116,20,5,131
590,201,14,6,122,16,5,137
590,201,15,10,99,9,5,146
591,60,1,5,182,5,3,14
591,60,2,9,207,8,5,23
591,60,3,4,229,12,3,35
591,60,4,9,233,4,4,44
591,60,5,12,82,0,3,57
591,60,6,9,253,16,5,66
591,60,7,5,136,13,1,80
591,60,8,5,133,10,1,91
591,60,9,11,178,6,5,100
591,60,10,3,187,8,3,114
591,60,11,9,166,19,3,120
591,60,12,10,106,18,1,129
591,60,13,6,202,7,0,140
591,60,14,9,121,8,0,153
591,60,15,9,177,18,1,160
592,293,1,7,259,20,5,6
592,293,2,9,152,20,3,16
592,293,3,7,245,17,2,25
592,293,4,10,247,0,0,35
592,293,5,7,143,14,2,43
592,293,6,7,111,18,4,57
592,293,7,8,117,7,5,69
592,293,8,11,177,6,1,77
592,293,9,8,242,19,3,82
592,293,10,5,194,6,3,89
592,293,11,13,175,20,2,97
592,293,12,11,157,16,2,109
592,293,13,9,156,5,1,120
592,293,14,10,164,2,2,129
592,293,15,4,150,17,1,138
593,62,1,3,180,18,1,5
593,62,2,8,105,6,4,15
593,62,3,4,167,1,2,28
593,62,4,6,62,1,4,39
593,62,5,5,221,18,5,52
593,62,6,4,212,15,0,62
593,62,7,9,115,5,0,72
593,62,8,4,78,2,5,78
593,62,9,9,201,7,2,88
593,62,10,8,135,18,0,96
593,62,11,10,102,7,4,109
593,62,12,2,182,8,1,119
593,62,13,8,188,8,3,132
593,62,14,6,113,10,1,146
593,62,15,9,218,20,3,156
594,283,1,6,112,4,5,5
594,283,2,7,154,2,0,17
594,283,3,10,217,7,0,28
594,283,4,10,205,4,2,38
594,283,5,9,117,10,0,45
594,283,6,6,242,6,3,56
594,283,7,12,207,11,1,69
594,283,8,5,249,13,2,74
594,283,9,6,250,7,5,85
594,283,10,7,118,13,0,91
594,283,11,7,82,0,4,98
594,283,12,5,97,8,2,112
594,283,13,6,147,13,2,117
594,283,14,6,167,12,0,126
594,283,15,7,204,7,5,140
595,242,1,11,180,8,3,10
595,242,2,8,162,16,3,18
595,242,3,6,183,2,4,27
595,242,4,6,161,7,5,41
595,242,5,5,210,5,2,47
595,242,6,9,164,6,3,54
595,242,7,9,264,17,1,61
595,242,8,6,132,3,2,75
595,242,9,9,176,13,2,88
595,242,10,8,198,11,4,96
595,242,11,9,196,7,3,110
595,242,12,6,215,5,2,115
595,242,13,4,244,19,0,121
595,242,14,6,209,2,1,132
595,242,15,10,169,8,3,144
596,238,1,9,165,17,2,8
596,238,2,10,152,8,1,22
596,238,3,8,237,10,5,31
596,238,4,4,227,2,1,43
596,238,5,9,58,0,0,50
596,238,6,4,190,13,0,63
596,238,7,9,47,10,2,73
596,238,8,6,71,0,3,79
596,238,9,5,151,20,0,91
596,238,10,5,136,13,3,101
596,238,11,6,263,8,3,111
596,238,12,8,145,0,2,116
596,238,13,6,214,6,2,130
596,238,14,3,137,14,5,140
596,238,15,10,96,4,0,153
597,462,1,8,178,16,4,8
597,462,2,8,167,8,5,14
597,462,3,11,125,12,1,26
597,462,4,12,101,16,3,36
597,462,5,9,111,15,1,48
597,462,6,7,251,5,1,60
597,462,7,8,275,15,3,68
597,462,8,8,134,2,3,81
597,462,9,12,194,6,4,88
597,462,10,8,107,20,3,102
597,462,11,11,196,11,3,111
597,462,12,10,142,7,2,124
597,462,13,9,118,19,5,136
597,462,14,8,145,20,3,142
597,462,15,12,109,6,5,148
598,115,1,7,125,3,5,13
598,115,2,8,215,18,2,21
598,115,3,7,89,4,4,29
598,115,4,9,120,11,1,40
598,115,5,8,227,18,5,47
598,115,6,12,80,12,1,54
598,115,7,6,309,14,4,66
598,115,8,5,148,19,3,78
598,115,9,8,106,10,5,90
598,115,10,12,224,5,1,104
598,115,11,5,147,11,5,112
598,115,12,10,118,19,2,119
598,115,13,4,151,20,5,133
598,115,14,6,127,5,3,140
598,115,15,6,206,16,3,147
599,36,1,4,186,17,2,7
599,36,2,7,210,17,5,16
599,36,3,8,88,3,3,27
599,36,4,7,110,4,2,36
599,36,5,11,105,4,5,50
599,36,6,9,207,13,5,58
599,36,7,6,199,7,3,70
599,36,8,5,173,9,4,84
599,36,9,7,90,10,3,90
599,36,10,10,68,20,2,103
599,36,11,5,148,7,3,113
599,36,12,6,123,11,1,127
599,36,13,6,150,20,3,137
599,36,14,7,184,19,5,148
599,36,15,11,223,5,0,161
600,293,1,6,217,4,2,10
600,293,2,8,187,11,5,19
600,293,3,5,135,3,3,33
600,293,4,11,176,8,4,45
600,293,5,8,77,18,1,56
600,293,6,5,205,5,5,68
600,293,7,6,119,1,3,76
600,293,8,8,79,4,0,88
600,293,9,11,172,9,2,98
600,293,10,10,87,15,5,111
600,293,11,11,116,3,0,121
600,293,12,5,189,18,1,127
600,293,13,10,185,19,4,140
600,293,14,10,225,11,1,150
600,293,15,5,128,15,1,155
601,242,1,4,98,5,2,8
601,242,2,8,179,4,2,16
601,242,3,6,153,18,5,24
601,242,4,4,162,7,5,36
601,242,5,8,123,9,2,46
601,242,6,6,189,11,4,51
601,242,7,10,81,14,4,62
601,242,8,6,59,17,1,69
601,242,9,4,58,16,5,80
601,242,10,5,196,5,4,86
601,242,11,7,132,17,3,100
601,242,12,7,107,19,2,111
601,242,13,6,84,13,2,123
601,242,14,5,136,3,1,129
601,242,15,6,174,12,5,138
602,494,1,4,40,15,3,5
602,494,2,9,183,6,5,12
602,494,3,6,139,15,4,23
602,494,4,6,219,15,2,33
602,494,5,3,207,20,5,44
602,494,6,6,59,2,4,52
602,494,7,4,170,20,3,59
602,494,8,11,158,14,2,73
602,494,9,5,180,14,5,83
602,494,10,4,111,14,2,93
602,494,11,6,200,4,5,102
602,494,12,6,217,7,2,114
602,494,13,7,170,17,5,120
602,494,14,10,64,19,5,126
602,494,15,5,132,9,4,136
603,402,1,5,141,20,2,12
603,402,2,7,184,16,1,23
603,402,3,5,149,5,0,36
603,402,4,5,148,5,0,45
603,402,5,8,142,6,4,58
603,402,6,8,97,7,4,66
603,402,7,6,159,2,0,72
603,402,8,8,153,2,0,77
603,402,9,8,116,11,0,86
603,402,10,5,200,18,0,91
603,402,11,3,138,8,3,103
603,402,12,5,121,19,4,111
603,402,13,3,211,13,1,123
603,402,14,10,199,6,0,129
603,402,15,3,182,5,1,136
604,381,1,8,240,15,3,14
604,381,2,8,193,6,2,22
604,381,3,12,197,12,3,32
604,381,4,11,283,15,2,39
604,381,5,10,257,10,2,49
604,381,6,9,242,5,2,55
604,381,7,13,177,4,3,69
604,381,8,7,205,7,1,77
604,381,9,8,247,7,2,89
604,381,10,11,287,3,2,95
604,381,11,8,90,18,4,108
604,381,12,9,194,17,1,113
604,381,13,7,226,17,1,119
604,381,14,9,214,6,2,125
604,381,15,8,189,10,0,138
605,319,1,10,241,8,3,8
605,319,2,7,238,19,4,14
605,319,3,8,168,13,3,25
605,319,4,7,166,13,1,34
605,319,5,11,245,13,1,48
605,319,6,11,194,10,0,58
605,319,7,9,292,3,2,64
605,319,8,8,132,11,2,70
605,319,9,9,290,4,1,78
605,319,10,13,193,16,5,84
605,319,11,10,265,20,3,93
605,319,12,10,183,17,2,101
605,319,13,10,197,16,0,107
605,319,14,7,188,8,4,120
605,319,15,12,242,4,0,130
606,479,1,3,109,17,1,12
606,479,2,8,132,16,5,22
606,479,3,2,194,19,2,27
606,479,4,7,77,0,0,35
606,479,5,5,48,20,4,44
606,479,6,3,128,1,3,55
606,479,7,9,123,0,0,61
606,479,8,3,182,3,5,74
606,479,9,7,166,1,5,85
606,479,10,7,171,1,5,97
606,479,11,4,176,2,1,107
606,479,12,7,167,8,5,113
606,479,13,6,154,18,2,126
606,479,14,7,195,2,2,137
606,479,15,7,144,3,3,142
607,476,1,13,179,17,1,8
607,476,2,12,187,10,0,17
607,476,3,14,252,7,4,27
607,476,4,10,160,4,4,36
607,476,5,7,156,19,2,42
607,476,6,13,232,5,0,55
607,476,7,12,194,19,0,62
607,476,8,8,170,9,0,75
607,476,9,11,170,14,4,83
607,476,10,11,239,2,0,94
607,476,11,10,221,3,4,108
607,476,12,8,191,9,4,121
607,476,13,13,287,12,5,133
607,476,14,8,220,12,3,144
607,476,15,13,196,5,2,158
608,333,1,9,178,3,2,7
608,333,2,12,137,2,4,13
608,333,3,10,200,18,3,20
608,333,4,7,217,16,5,29
608,333,5,12,182,5,2,35
608,333,6,11,188,2,0,42
608,333,7,6,176,20,2,51
608,333,8,10,267,4,2,61
608,333,9,12,253,9,2,67
608,333,10,5,242,8,2,75
608,333,11,11,209,10,3,88
608,333,12,9,232,1,0,93
608,333,13,9,215,14,0,107
608,333,14,12,151,8,1,117
608,333,15,8,212,6,4,122
609,301,1,8,203,3,1,7
609,301,2,8,185,19,4,14
609,301,3,12,240,17,4,25
609,301,4,5,196,20,0,36
609,301,5,5,254,1,3,43
609,301,6,12,132,20,3,49
609,301,7,12,255,0,1,60
609,301,8,11,247,9,5,72
609,301,9,9,237,12,1,84
609,301,10,5,182,16,3,91
609,301,11,6,240,17,2,101
609,301,12,9,221,19,1,108
609,301,13,6,149,7,3,114
609,301,14,12,251,3,0,123
609,301,15,7,206,4,4,133
610,182,1,10,152,7,4,8
610,182,2,6,142,12,0,20
610,182,3,4,186,3,0,32
610,182,4,11,112,14,3,45
610,182,5,4,111,11,1,53
610,182,6,3,139,9,5,58
610,182,7,9,201,14,3,66
610,182,8,5,172,19,4,78
610,182,9,8,105,13,1,90
610,182,10,5,145,16,1,99
610,182,11,7,154,4,3,112
610,182,12,5,173,14,0,123
610,182,13,9,120,6,2,135
610,182,14,10,158,2,1,145
610,182,15,7,184,3,4,153
611,236,1,8,50,1,4,9
611,236,2,9,151,9,2,15
611,236,3,6,178,3,1,27
611,236,4,3,136,1,3,38
611,236,5,9,199,5,1,43
611,236,6,6,173,18,5,57
611,236,7,10,155,15,3,67
611,236,8,9,179,7,2,80
611,236,9,9,107,2,0,86
611,236,10,8,199,11,5,94
611,236,11,3,131,0,5,101
611,236,12,5,115,8,1,108
611,236,13,6,94,15,4,116
611,236,14,7,126,19,4,123
611,236,15,10,59,2,3,133
612,438,1,6,208,8,3,14
612,438,2,10,180,3,2,27
612,438,3,9,226,11,5,33
612,438,4,7,150,2,5,46
612,438,5,8,140,18,0,56
612,438,6,3,258,7,4,65
612,438,7,12,168,18,5,71
612,438,8,5,172,16,2,82
612,438,9,7,169,6,0,92
612,438,10,8,236,1,2,97
612,438,11,8,120,2,0,110
612,438,12,9,198,20,2,120
612,438,13,11,240,11,2,129
612,438,14,7,179,16,1,140
612,438,15,12,270,1,4,145
613,123,1,12,263,13,0,13
613,123,2,7,179,20,0,20
613,123,3,9,222,10,4,33
613,123,4,8,236,13,4,47
613,123,5,8,259,1,5,60
613,123,6,8,248,8,3,66
613,123,7,6,200,2,2,74
613,123,8,10,303,19,3,84
613,123,9,7,258,19,5,97
613,123,10,11,232,15,4,108
613,123,11,10,271,3,0,113
613,123,12,7,268,0,1,125
613,123,13,8,173,20,3,138
613,123,14,12,222,14,4,152
613,123,15,7,212,7,2,160
614,162,1,9,229,0,2,6
614,162,2,10,208,7,4,16
614,162,3,6,161,17,0,24
614,162,4,9,104,8,3,36
614,162,5,9,268,0,3,43
614,162,6,7,207,13,0,52
614,162,7,7,146,4,0,64
614,162,8,10,240,1,5,72
614,162,9,9,201,13,1,82
614,162,10,10,158,19,0,94
614,162,11,8,155,0,1,102
614,162,12,5,247,19,4,115
614,162,13,5,207,8,2,121
614,162,14,5,159,10,1,129
614,162,15,8,210,14,2,137
615,246,1,3,133,5,1,10
615,246,2,6,196,17,0,19
615,246,3,5,92,17,0,31
615,246,4,5,89,17,5,44
615,246,5,7,65,18,2,55
615,246,6,6,135,16,1,62
615,246,7,4,110,4,3,67
615,246,8,6,214,18,1,81
615,246,9,5,166,3,3,93
615,246,10,8,109,19,0,101
615,246,11,10,120,15,3,108
